,path,latency,noise,snr
1210,E ->C ->A ->B ,0.007004845999161194,0.0014000000000000002,28.53871964321762
1211,E ->C ->A ->B ->D ,0.007004845999161194,0.0014000000000000002,28.53871964321762
1212,E ,0.009506576713147334,0.0019000000000000002,27.21246399047171
1213,E ->C ,0.009506576713147334,0.0019000000000000002,27.21246399047171
1214,E ->C ->A ,0.009506576713147334,0.0019000000000000002,27.21246399047171
1215,E ->C ->A ->B ,0.009506576713147334,0.0019000000000000002,27.21246399047171
1216,E ->C ->A ->B ->F ,0.009506576713147334,0.0019000000000000002,27.21246399047171
1217,E ->C ->A ->B ->F ->D ,0.009506576713147334,0.0019000000000000002,27.21246399047171
1218,E ,0.004002769142377825,0.0008,30.969100130080562
1219,E ->C ,0.004002769142377825,0.0008,30.969100130080562
1220,E ->C ->A ,0.004002769142377825,0.0008,30.969100130080562
1221,E ->C ->A ->D ,0.004002769142377825,0.0008,30.969100130080562
1222,E ,0.004002769142377825,0.0008,30.969100130080562
1223,E ->C ,0.004002769142377825,0.0008,30.969100130080562
1224,E ->C ->D ,0.004002769142377825,0.0008,30.969100130080562
1225,E ,0.0010006922855944561,0.0002,36.98970004336019
1226,E ->D ,0.0010006922855944561,0.0002,36.98970004336019
1227,E ,0.011507961284336246,0.0023,26.38272163982407
1228,E ->F ,0.011507961284336246,0.0023,26.38272163982407
1229,E ->F ->B ,0.011507961284336246,0.0023,26.38272163982407
1230,E ->F ->B ->A ,0.011507961284336246,0.0023,26.38272163982407
1231,E ->F ->B ->A ->C ,0.011507961284336246,0.0023,26.38272163982407
1232,E ->F ->B ->A ->C ->D ,0.011507961284336246,0.0023,26.38272163982407
1233,E ,0.008505884427552877,0.0017000000000000001,27.69551078621726
1234,E ->F ,0.008505884427552877,0.0017000000000000001,27.69551078621726
1235,E ->F ->B ,0.008505884427552877,0.0017000000000000001,27.69551078621726
1236,E ->F ->B ->A ,0.008505884427552877,0.0017000000000000001,27.69551078621726
1237,E ->F ->B ->A ->D ,0.008505884427552877,0.0017000000000000001,27.69551078621726
1238,E ,0.0065044998563639645,0.0013,28.86056647693163
1239,E ->F ,0.0065044998563639645,0.0013,28.86056647693163
1240,E ->F ->B ,0.0065044998563639645,0.0013,28.86056647693163
1241,E ->F ->B ->D ,0.0065044998563639645,0.0013,28.86056647693163
1242,E ,0.006504499856363965,0.0013,28.86056647693163
1243,E ->F ,0.006504499856363965,0.0013,28.86056647693163
1244,E ->F ->D ,0.006504499856363965,0.0013,28.86056647693163
1245,E ,0.009756749784545948,0.0019500000000000003,27.099653886374817
1246,E ->C ,0.009756749784545948,0.0019500000000000003,27.099653886374817
1247,E ->C ->A ,0.009756749784545948,0.0019500000000000003,27.099653886374817
1248,E ->C ->A ->B ,0.009756749784545948,0.0019500000000000003,27.099653886374817
1249,E ->C ->A ->B ->D ,0.009756749784545948,0.0019500000000000003,27.099653886374817
1250,E ->C ->A ->B ->D ->F ,0.009756749784545948,0.0019500000000000003,27.099653886374817
1251,E ,0.006754672927762579,0.00135,28.696662315049938
1252,E ->C ,0.006754672927762579,0.00135,28.696662315049938
1253,E ->C ->A ,0.006754672927762579,0.00135,28.696662315049938
1254,E ->C ->A ->B ,0.006754672927762579,0.00135,28.696662315049938
1255,E ->C ->A ->B ->F ,0.006754672927762579,0.00135,28.696662315049938
1256,E ,0.006754672927762579,0.00135,28.696662315049938
1257,E ->C ,0.006754672927762579,0.00135,28.696662315049938
1258,E ->C ->A ,0.006754672927762579,0.00135,28.696662315049938
1259,E ->C ->A ->D ,0.006754672927762579,0.00135,28.696662315049938
1260,E ->C ->A ->D ->B ,0.006754672927762579,0.00135,28.696662315049938
1261,E ->C ->A ->D ->B ->F ,0.006754672927762579,0.00135,28.696662315049938
1262,E ,0.006754672927762579,0.00135,28.696662315049938
1263,E ->C ,0.006754672927762579,0.00135,28.696662315049938
1264,E ->C ->A ,0.006754672927762579,0.00135,28.696662315049938
1265,E ->C ->A ->D ,0.006754672927762579,0.00135,28.696662315049938
1266,E ->C ->A ->D ->F ,0.006754672927762579,0.00135,28.696662315049938
1267,E ,0.008756057498951492,0.00175,27.569619513137056
1268,E ->C ,0.008756057498951492,0.00175,27.569619513137056
1269,E ->C ->D ,0.008756057498951492,0.00175,27.569619513137056
1270,E ->C ->D ->A ,0.008756057498951492,0.00175,27.569619513137056
1271,E ->C ->D ->A ->B ,0.008756057498951492,0.00175,27.569619513137056
1272,E ->C ->D ->A ->B ->F ,0.008756057498951492,0.00175,27.569619513137056
1273,E ,0.006754672927762579,0.00135,28.696662315049938
1274,E ->C ,0.006754672927762579,0.00135,28.696662315049938
1275,E ->C ->D ,0.006754672927762579,0.00135,28.696662315049938
1276,E ->C ->D ->B ,0.006754672927762579,0.00135,28.696662315049938
1277,E ->C ->D ->B ->F ,0.006754672927762579,0.00135,28.696662315049938
1278,E ,0.006754672927762579,0.00135,28.696662315049938
1279,E ->C ,0.006754672927762579,0.00135,28.696662315049938
1280,E ->C ->D ,0.006754672927762579,0.00135,28.696662315049938
1281,E ->C ->D ->F ,0.006754672927762579,0.00135,28.696662315049938
1282,E ,0.005753980642168122,0.00115,29.393021596463882
1283,E ->D ,0.005753980642168122,0.00115,29.393021596463882
1284,E ->D ->A ,0.005753980642168122,0.00115,29.393021596463882
1285,E ->D ->A ->B ,0.005753980642168122,0.00115,29.393021596463882
1286,E ->D ->A ->B ->F ,0.005753980642168122,0.00115,29.393021596463882
1287,E ,0.0037525960709792108,0.00075,31.249387366083
1288,E ->D ,0.0037525960709792108,0.00075,31.249387366083
1289,E ->D ->B ,0.0037525960709792108,0.00075,31.249387366083
1290,E ->D ->B ->F ,0.0037525960709792108,0.00075,31.249387366083
1291,E ,0.008756057498951492,0.00175,27.569619513137056
1292,E ->D ,0.008756057498951492,0.00175,27.569619513137056
1293,E ->D ->C ,0.008756057498951492,0.00175,27.569619513137056
1294,E ->D ->C ->A ,0.008756057498951492,0.00175,27.569619513137056
1295,E ->D ->C ->A ->B ,0.008756057498951492,0.00175,27.569619513137056
1296,E ->D ->C ->A ->B ->F ,0.008756057498951492,0.00175,27.569619513137056
1297,E ,0.0037525960709792108,0.00075,31.249387366083
1298,E ->D ,0.0037525960709792108,0.00075,31.249387366083
1299,E ->D ->F ,0.0037525960709792108,0.00075,31.249387366083
1300,E ,0.0037525960709792108,0.00075,31.249387366083
1301,E ->F ,0.0037525960709792108,0.00075,31.249387366083
1302,F ,0.0037525960709792108,0.00075,31.249387366083
1303,F ->B ,0.0037525960709792108,0.00075,31.249387366083
1304,F ->B ->A ,0.0037525960709792108,0.00075,31.249387366083
1305,F ,0.0037525960709792108,0.00075,31.249387366083
1306,F ->B ,0.0037525960709792108,0.00075,31.249387366083
1307,F ->B ->D ,0.0037525960709792108,0.00075,31.249387366083
1308,F ->B ->D ->A ,0.0037525960709792108,0.00075,31.249387366083
1309,F ,0.00675467292776258,0.00135,28.696662315049938
1310,F ->B ,0.00675467292776258,0.00135,28.696662315049938
1311,F ->B ->D ,0.00675467292776258,0.00135,28.696662315049938
1312,F ->B ->D ->C ,0.00675467292776258,0.00135,28.696662315049938
1313,F ->B ->D ->C ->A ,0.00675467292776258,0.00135,28.696662315049938
1314,F ,0.00675467292776258,0.00135,28.696662315049938
1315,F ->B ,0.00675467292776258,0.00135,28.696662315049938
1316,F ->B ->D ,0.00675467292776258,0.00135,28.696662315049938
1317,F ->B ->D ->E ,0.00675467292776258,0.00135,28.696662315049938
1318,F ->B ->D ->E ->C ,0.00675467292776258,0.00135,28.696662315049938
1319,F ->B ->D ->E ->C ->A ,0.00675467292776258,0.00135,28.696662315049938
1320,F ,0.0037525960709792108,0.00075,31.249387366083
1321,F ->D ,0.0037525960709792108,0.00075,31.249387366083
1322,F ->D ->A ,0.0037525960709792108,0.00075,31.249387366083
1323,F ,0.006754672927762578,0.00135,28.696662315049938
1324,F ->D ,0.006754672927762578,0.00135,28.696662315049938
1325,F ->D ->B ,0.006754672927762578,0.00135,28.696662315049938
1326,F ->D ->B ->A ,0.006754672927762578,0.00135,28.696662315049938
1327,F ,0.00675467292776258,0.00135,28.696662315049938
1328,F ->D ,0.00675467292776258,0.00135,28.696662315049938
1329,F ->D ->C ,0.00675467292776258,0.00135,28.696662315049938
1330,F ->D ->C ->A ,0.00675467292776258,0.00135,28.696662315049938
1331,F ,0.00675467292776258,0.00135,28.696662315049938
1332,F ->D ,0.00675467292776258,0.00135,28.696662315049938
1333,F ->D ->E ,0.00675467292776258,0.00135,28.696662315049938
1334,F ->D ->E ->C ,0.00675467292776258,0.00135,28.696662315049938
1335,F ->D ->E ->C ->A ,0.00675467292776258,0.00135,28.696662315049938
1336,F ,0.00675467292776258,0.00135,28.696662315049938
1337,F ->E ,0.00675467292776258,0.00135,28.696662315049938
1338,F ->E ->C ,0.00675467292776258,0.00135,28.696662315049938
1339,F ->E ->C ->A ,0.00675467292776258,0.00135,28.696662315049938
1340,F ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1341,F ->E ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1342,F ->E ->C ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1343,F ->E ->C ->D ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1344,F ->E ->C ->D ->A ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1345,F ,0.01175813435573486,0.00235,26.289321377282636
1346,F ->E ,0.01175813435573486,0.00235,26.289321377282636
1347,F ->E ->C ,0.01175813435573486,0.00235,26.289321377282636
1348,F ->E ->C ->D ,0.01175813435573486,0.00235,26.289321377282636
1349,F ->E ->C ->D ->B ,0.01175813435573486,0.00235,26.289321377282636
1350,F ->E ->C ->D ->B ->A ,0.01175813435573486,0.00235,26.289321377282636
1351,F ,0.005753980642168123,0.00115,29.393021596463882
1352,F ->E ,0.005753980642168123,0.00115,29.393021596463882
1353,F ->E ->D ,0.005753980642168123,0.00115,29.393021596463882
1354,F ->E ->D ->A ,0.005753980642168123,0.00115,29.393021596463882
1355,F ,0.00875605749895149,0.00175,27.569619513137056
1356,F ->E ,0.00875605749895149,0.00175,27.569619513137056
1357,F ->E ->D ,0.00875605749895149,0.00175,27.569619513137056
1358,F ->E ->D ->B ,0.00875605749895149,0.00175,27.569619513137056
1359,F ->E ->D ->B ->A ,0.00875605749895149,0.00175,27.569619513137056
1360,F ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1361,F ->E ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1362,F ->E ->D ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1363,F ->E ->D ->C ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1364,F ->E ->D ->C ->A ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1365,F ,0.0012508653569930702,0.00025,36.020599913279625
1366,F ->B ,0.0012508653569930702,0.00025,36.020599913279625
1367,F ,0.006254326784965351,0.00125,29.030899869919438
1368,F ->D ,0.006254326784965351,0.00125,29.030899869919438
1369,F ->D ->A ,0.006254326784965351,0.00125,29.030899869919438
1370,F ->D ->A ->B ,0.006254326784965351,0.00125,29.030899869919438
1371,F ,0.004252942213776438,0.0008500000000000001,30.70581074285707
1372,F ->D ,0.004252942213776438,0.0008500000000000001,30.70581074285707
1373,F ->D ->B ,0.004252942213776438,0.0008500000000000001,30.70581074285707
1374,F ,0.00925640364174872,0.00185,27.328282715969863
1375,F ->D ,0.00925640364174872,0.00185,27.328282715969863
1376,F ->D ->C ,0.00925640364174872,0.00185,27.328282715969863
1377,F ->D ->C ->A ,0.00925640364174872,0.00185,27.328282715969863
1378,F ->D ->C ->A ->B ,0.00925640364174872,0.00185,27.328282715969863
1379,F ,0.00925640364174872,0.00185,27.328282715969863
1380,F ->D ,0.00925640364174872,0.00185,27.328282715969863
1381,F ->D ->E ,0.00925640364174872,0.00185,27.328282715969863
1382,F ->D ->E ->C ,0.00925640364174872,0.00185,27.328282715969863
1383,F ->D ->E ->C ->A ,0.00925640364174872,0.00185,27.328282715969863
1384,F ->D ->E ->C ->A ->B ,0.00925640364174872,0.00185,27.328282715969863
1385,F ,0.00925640364174872,0.00185,27.328282715969863
1386,F ->E ,0.00925640364174872,0.00185,27.328282715969863
1387,F ->E ->C ,0.00925640364174872,0.00185,27.328282715969863
1388,F ->E ->C ->A ,0.00925640364174872,0.00185,27.328282715969863
1389,F ->E ->C ->A ->B ,0.00925640364174872,0.00185,27.328282715969863
1390,F ,0.00925640364174872,0.00185,27.328282715969863
1391,F ->E ,0.00925640364174872,0.00185,27.328282715969863
1392,F ->E ->C ,0.00925640364174872,0.00185,27.328282715969863
1393,F ->E ->C ->A ,0.00925640364174872,0.00185,27.328282715969863
1394,F ->E ->C ->A ->D ,0.00925640364174872,0.00185,27.328282715969863
1395,F ->E ->C ->A ->D ->B ,0.00925640364174872,0.00185,27.328282715969863
1396,F ,0.011257788212937632,0.0022500000000000003,26.478174818886373
1397,F ->E ,0.011257788212937632,0.0022500000000000003,26.478174818886373
1398,F ->E ->C ,0.011257788212937632,0.0022500000000000003,26.478174818886373
1399,F ->E ->C ->D ,0.011257788212937632,0.0022500000000000003,26.478174818886373
1400,F ->E ->C ->D ->A ,0.011257788212937632,0.0022500000000000003,26.478174818886373
1401,F ->E ->C ->D ->A ->B ,0.011257788212937632,0.0022500000000000003,26.478174818886373
1402,F ,0.00925640364174872,0.00185,27.328282715969863
1403,F ->E ,0.00925640364174872,0.00185,27.328282715969863
1404,F ->E ->C ,0.00925640364174872,0.00185,27.328282715969863
1405,F ->E ->C ->D ,0.00925640364174872,0.00185,27.328282715969863
1406,F ->E ->C ->D ->B ,0.00925640364174872,0.00185,27.328282715969863
1407,F ,0.008255711356154263,0.00165,27.825160557860936
1408,F ->E ,0.008255711356154263,0.00165,27.825160557860936
1409,F ->E ->D ,0.008255711356154263,0.00165,27.825160557860936
1410,F ->E ->D ->A ,0.008255711356154263,0.00165,27.825160557860936
1411,F ->E ->D ->A ->B ,0.008255711356154263,0.00165,27.825160557860936
1412,F ,0.006254326784965351,0.00125,29.030899869919438
1413,F ->E ,0.006254326784965351,0.00125,29.030899869919438
1414,F ->E ->D ,0.006254326784965351,0.00125,29.030899869919438
1415,F ->E ->D ->B ,0.006254326784965351,0.00125,29.030899869919438
1416,F ,0.011257788212937632,0.00225,26.478174818886377
1417,F ->E ,0.011257788212937632,0.00225,26.478174818886377
1418,F ->E ->D ,0.011257788212937632,0.00225,26.478174818886377
1419,F ->E ->D ->C ,0.011257788212937632,0.00225,26.478174818886377
1420,F ->E ->D ->C ->A ,0.011257788212937632,0.00225,26.478174818886377
1421,F ->E ->D ->C ->A ->B ,0.011257788212937632,0.00225,26.478174818886377
1422,F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1423,F ->B ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1424,F ->B ->A ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1425,F ->B ->A ->C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1426,F ,0.007255019070559808,0.00145,28.386319977650253
1427,F ->B ,0.007255019070559808,0.00145,28.386319977650253
1428,F ->B ->A ,0.007255019070559808,0.00145,28.386319977650253
1429,F ->B ->A ->D ,0.007255019070559808,0.00145,28.386319977650253
1430,F ->B ->A ->D ->C ,0.007255019070559808,0.00145,28.386319977650253
1431,F ,0.007255019070559808,0.00145,28.386319977650253
1432,F ->B ,0.007255019070559808,0.00145,28.386319977650253
1433,F ->B ->A ,0.007255019070559808,0.00145,28.386319977650253
1434,F ->B ->A ->D ,0.007255019070559808,0.00145,28.386319977650253
1435,F ->B ->A ->D ->E ,0.007255019070559808,0.00145,28.386319977650253
1436,F ->B ->A ->D ->E ->C ,0.007255019070559808,0.00145,28.386319977650253
1437,F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1438,F ->B ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1439,F ->B ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1440,F ->B ->D ->A ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1441,F ->B ->D ->A ->C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1442,F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1443,F ->B ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1444,F ->B ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1445,F ->B ->D ->C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1446,F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1447,F ->B ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1448,F ->B ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1449,F ->B ->D ->E ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1450,F ->B ->D ->E ->C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1451,F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1452,F ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1453,F ->D ->A ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1454,F ->D ->A ->C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1455,F ,0.008255711356154263,0.00165,27.825160557860936
1456,F ->D ,0.008255711356154263,0.00165,27.825160557860936
1457,F ->D ->B ,0.008255711356154263,0.00165,27.825160557860936
1458,F ->D ->B ->A ,0.008255711356154263,0.00165,27.825160557860936
1459,F ->D ->B ->A ->C ,0.008255711356154263,0.00165,27.825160557860936
1460,F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1461,F ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1462,F ->D ->C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1463,F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1464,F ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1465,F ->D ->E ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1466,F ->D ->E ->C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1467,F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1468,F ->E ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1469,F ->E ->C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
1470,F ,0.007255019070559808,0.00145,28.386319977650253
1471,F ->E ,0.007255019070559808,0.00145,28.386319977650253
1472,F ->E ->D ,0.007255019070559808,0.00145,28.386319977650253
1473,F ->E ->D ->A ,0.007255019070559808,0.00145,28.386319977650253
1474,F ->E ->D ->A ->C ,0.007255019070559808,0.00145,28.386319977650253
1475,F ,0.010257095927343175,0.00205,26.882461389442458
1476,F ->E ,0.010257095927343175,0.00205,26.882461389442458
1477,F ->E ->D ,0.010257095927343175,0.00205,26.882461389442458
1478,F ->E ->D ->B ,0.010257095927343175,0.00205,26.882461389442458
1479,F ->E ->D ->B ->A ,0.010257095927343175,0.00205,26.882461389442458
1480,F ->E ->D ->B ->A ->C ,0.010257095927343175,0.00205,26.882461389442458
1481,F ,0.007255019070559808,0.00145,28.386319977650253
1482,F ->E ,0.007255019070559808,0.00145,28.386319977650253
1483,F ->E ->D ,0.007255019070559808,0.00145,28.386319977650253
1484,F ->E ->D ->C ,0.007255019070559808,0.00145,28.386319977650253
1485,F ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1486,F ->B ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1487,F ->B ->A ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1488,F ->B ->A ->C ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1489,F ->B ->A ->C ->D ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1490,F ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1491,F ->B ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1492,F ->B ->A ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1493,F ->B ->A ->C ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1494,F ->B ->A ->C ->E ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1495,F ->B ->A ->C ->E ->D ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1496,F ,0.004753288356573667,0.00095,30.222763947111524
1497,F ->B ,0.004753288356573667,0.00095,30.222763947111524
1498,F ->B ->A ,0.004753288356573667,0.00095,30.222763947111524
1499,F ->B ->A ->D ,0.004753288356573667,0.00095,30.222763947111524
1500,F ,0.0027519037853847546,0.00055,32.596373105057566
1501,F ->B ,0.0027519037853847546,0.00055,32.596373105057566
1502,F ->B ->D ,0.0027519037853847546,0.00055,32.596373105057566
1503,F ,0.0027519037853847546,0.00055,32.596373105057566
1504,F ->D ,0.0027519037853847546,0.00055,32.596373105057566
1505,F ,0.010757442070140405,0.00215,26.675615400843945
1506,F ->E ,0.010757442070140405,0.00215,26.675615400843945
1507,F ->E ->C ,0.010757442070140405,0.00215,26.675615400843945
1508,F ->E ->C ->A ,0.010757442070140405,0.00215,26.675615400843945
1509,F ->E ->C ->A ->B ,0.010757442070140405,0.00215,26.675615400843945
1510,F ->E ->C ->A ->B ->D ,0.010757442070140405,0.00215,26.675615400843945
1511,F ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1512,F ->E ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1513,F ->E ->C ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1514,F ->E ->C ->A ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1515,F ->E ->C ->A ->D ,0.007755365213357036,0.0015500000000000002,28.096683018297085
1516,F ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1517,F ->E ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1518,F ->E ->C ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1519,F ->E ->C ->D ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1520,F ,0.004753288356573667,0.00095,30.222763947111524
1521,F ->E ,0.004753288356573667,0.00095,30.222763947111524
1522,F ->E ->D ,0.004753288356573667,0.00095,30.222763947111524
1523,F ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1524,F ->B ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1525,F ->B ->A ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1526,F ->B ->A ->C ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1527,F ->B ->A ->C ->D ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1528,F ->B ->A ->C ->D ->E ,0.008756057498951492,0.0017500000000000003,27.569619513137056
1529,F ,0.00675467292776258,0.00135,28.696662315049938
1530,F ->B ,0.00675467292776258,0.00135,28.696662315049938
1531,F ->B ->A ,0.00675467292776258,0.00135,28.696662315049938
1532,F ->B ->A ->C ,0.00675467292776258,0.00135,28.696662315049938
1533,F ->B ->A ->C ->E ,0.00675467292776258,0.00135,28.696662315049938
1534,F ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1535,F ->B ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1536,F ->B ->A ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1537,F ->B ->A ->D ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1538,F ->B ->A ->D ->C ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1539,F ->B ->A ->D ->C ->E ,0.008756057498951492,0.0017499999999999998,27.569619513137056
1540,F ,0.005753980642168123,0.00115,29.393021596463882
1541,F ->B ,0.005753980642168123,0.00115,29.393021596463882
1542,F ->B ->A ,0.005753980642168123,0.00115,29.393021596463882
1543,F ->B ->A ->D ,0.005753980642168123,0.00115,29.393021596463882
1544,F ->B ->A ->D ->E ,0.005753980642168123,0.00115,29.393021596463882
1545,F ,0.00675467292776258,0.00135,28.696662315049938
1546,F ->B ,0.00675467292776258,0.00135,28.696662315049938
1547,F ->B ->D ,0.00675467292776258,0.00135,28.696662315049938
1548,F ->B ->D ->A ,0.00675467292776258,0.00135,28.696662315049938
1549,F ->B ->D ->A ->C ,0.00675467292776258,0.00135,28.696662315049938
1550,F ->B ->D ->A ->C ->E ,0.00675467292776258,0.00135,28.696662315049938
1551,F ,0.00675467292776258,0.00135,28.696662315049938
1552,F ->B ,0.00675467292776258,0.00135,28.696662315049938
1553,F ->B ->D ,0.00675467292776258,0.00135,28.696662315049938
1554,F ->B ->D ->C ,0.00675467292776258,0.00135,28.696662315049938
1555,F ->B ->D ->C ->E ,0.00675467292776258,0.00135,28.696662315049938
1556,F ,0.0037525960709792108,0.00075,31.249387366083
1557,F ->B ,0.0037525960709792108,0.00075,31.249387366083
1558,F ->B ->D ,0.0037525960709792108,0.00075,31.249387366083
1559,F ->B ->D ->E ,0.0037525960709792108,0.00075,31.249387366083
1560,F ,0.00675467292776258,0.00135,28.696662315049938
1561,F ->D ,0.00675467292776258,0.00135,28.696662315049938
1562,F ->D ->A ,0.00675467292776258,0.00135,28.696662315049938
1563,F ->D ->A ->C ,0.00675467292776258,0.00135,28.696662315049938
1564,F ->D ->A ->C ->E ,0.00675467292776258,0.00135,28.696662315049938
1565,F ,0.009756749784545948,0.00195,27.09965388637482
1566,F ->D ,0.009756749784545948,0.00195,27.09965388637482
1567,F ->D ->B ,0.009756749784545948,0.00195,27.09965388637482
1568,F ->D ->B ->A ,0.009756749784545948,0.00195,27.09965388637482
1569,F ->D ->B ->A ->C ,0.009756749784545948,0.00195,27.09965388637482
1570,F ->D ->B ->A ->C ->E ,0.009756749784545948,0.00195,27.09965388637482
1571,F ,0.00675467292776258,0.00135,28.696662315049938
1572,F ->D ,0.00675467292776258,0.00135,28.696662315049938
1573,F ->D ->C ,0.00675467292776258,0.00135,28.696662315049938
1574,F ->D ->C ->E ,0.00675467292776258,0.00135,28.696662315049938
1575,F ,0.0037525960709792108,0.00075,31.249387366083
1576,F ->D ,0.0037525960709792108,0.00075,31.249387366083
1577,F ->D ->E ,0.0037525960709792108,0.00075,31.249387366083
1578,F ,0.0037525960709792108,0.00075,31.249387366083
1579,F ->E ,0.0037525960709792108,0.00075,31.249387366083
